Student_ID,Week_Start,Attendance_Weekly,Engagement_Weekly,Behaviour_Incidents_Weekly,MonthStart
S2282,2025-02-03,76.89,43.32,0,2025-02-01
S2282,2025-02-10,72.87,42.75,1,2025-02-01
S2282,2025-02-17,76.75,45.95,1,2025-02-01
S2282,2025-02-24,69.41,41.01,0,2025-02-01
S2282,2025-03-03,74.17,42.91,1,2025-03-01
S2282,2025-03-10,70.53,29.78,1,2025-03-01
S2282,2025-03-17,77.99,47.53,2,2025-03-01
S2282,2025-03-24,75.36,30.36,0,2025-03-01
S2283,2025-01-06,78.67,55.57,0,2025-01-01
S2283,2025-01-13,78.49,61.92,0,2025-01-01
S2283,2025-01-20,76.85,49.34,0,2025-01-01
S2283,2025-01-27,77.4,43.58,0,2025-01-01
S2283,2025-02-03,80.46,48.31,1,2025-02-01
S2283,2025-02-10,77.71,50.51,0,2025-02-01
S2283,2025-02-17,79.86,53.38,0,2025-02-01
S2283,2025-02-24,78.7,56.07,0,2025-02-01
S2283,2025-03-03,78.12,55.04,0,2025-03-01
S2283,2025-03-10,78.48,45.54,0,2025-03-01
S2283,2025-03-17,77.41,46.09,0,2025-03-01
S2283,2025-03-24,74.72,55.46,1,2025-03-01
S2284,2025-01-06,87.49,86.56,1,2025-01-01
S2284,2025-01-13,93.07,100.0,2,2025-01-01
S2284,2025-01-20,89.71,85.14,2,2025-01-01
S2284,2025-01-27,90.89,91.32,2,2025-01-01
S2284,2025-02-03,93.08,95.04,0,2025-02-01
S2284,2025-02-10,90.6,95.44,0,2025-02-01
S2284,2025-02-17,88.37,92.56,1,2025-02-01
S2284,2025-02-24,91.78,100.0,1,2025-02-01
S2284,2025-03-03,95.22,89.26,0,2025-03-01
S2284,2025-03-10,87.79,91.95,2,2025-03-01
S2284,2025-03-17,91.46,100.0,2,2025-03-01
S2284,2025-03-24,90.06,87.26,1,2025-03-01
S2285,2025-01-06,86.38,90.95,0,2025-01-01
S2285,2025-01-13,86.69,91.24,0,2025-01-01
S2285,2025-01-20,89.13,89.15,2,2025-01-01
S2285,2025-01-27,86.65,94.55,1,2025-01-01
S2285,2025-02-03,85.92,84.56,0,2025-02-01
S2285,2025-02-10,90.77,100.0,3,2025-02-01
S2285,2025-02-17,86.16,91.29,0,2025-02-01
S2285,2025-02-24,86.12,85.33,1,2025-02-01
S2285,2025-03-03,90.34,98.02,2,2025-03-01
S2285,2025-03-10,87.87,83.11,0,2025-03-01
S2285,2025-03-17,89.93,95.99,1,2025-03-01
S2285,2025-03-24,85.89,89.7,0,2025-03-01
S2286,2025-01-06,79.57,58.63,1,2025-01-01
S2286,2025-01-13,79.49,51.04,2,2025-01-01
S2286,2025-01-20,79.37,55.68,1,2025-01-01
S2286,2025-01-27,81.93,54.1,0,2025-01-01
S2286,2025-02-03,76.24,46.28,1,2025-02-01
S2286,2025-02-10,76.48,55.42,1,2025-02-01
S2286,2025-02-17,77.06,44.88,2,2025-02-01
S2286,2025-02-24,79.96,49.48,0,2025-02-01
S2286,2025-03-03,74.96,57.04,2,2025-03-01
S2286,2025-03-10,79.19,51.83,0,2025-03-01
S2286,2025-03-17,76.04,43.89,1,2025-03-01
S2286,2025-03-24,76.43,53.88,0,2025-03-01
S2287,2025-01-06,87.34,89.36,0,2025-01-01
S2287,2025-01-13,83.89,88.39,0,2025-01-01
S2287,2025-01-20,83.13,85.77,2,2025-01-01
S2287,2025-01-27,81.98,82.1,1,2025-01-01
S2287,2025-02-03,84.0,88.58,0,2025-02-01
S2287,2025-02-10,93.5,83.85,0,2025-02-01
S2287,2025-02-17,89.34,85.73,0,2025-02-01
S2287,2025-02-24,88.48,73.95,0,2025-02-01
S2287,2025-03-03,88.3,78.36,1,2025-03-01
S2287,2025-03-10,87.57,86.91,0,2025-03-01
S2287,2025-03-17,88.9,77.48,0,2025-03-01
S2287,2025-03-24,89.62,85.23,1,2025-03-01
S2288,2025-01-06,61.39,56.74,3,2025-01-01
S2288,2025-01-13,61.68,41.89,1,2025-01-01
S2288,2025-01-20,69.07,41.77,1,2025-01-01
S2288,2025-01-27,68.11,49.0,0,2025-01-01
S2288,2025-02-03,66.97,48.69,1,2025-02-01
S2288,2025-02-10,64.31,38.92,1,2025-02-01
S2288,2025-02-17,69.31,40.46,1,2025-02-01
S2288,2025-02-24,61.86,40.1,1,2025-02-01
S2288,2025-03-03,66.18,46.01,0,2025-03-01
S2288,2025-03-10,66.16,43.03,3,2025-03-01
S2288,2025-03-17,67.01,33.77,2,2025-03-01
S2288,2025-03-24,68.97,58.5,1,2025-03-01
S2289,2025-01-06,85.55,81.19,0,2025-01-01
S2289,2025-01-13,81.68,84.27,1,2025-01-01
S2289,2025-01-20,91.32,90.32,0,2025-01-01
S2289,2025-01-27,89.08,82.71,1,2025-01-01
S2289,2025-02-03,82.45,76.9,0,2025-02-01
S2289,2025-02-10,83.81,88.44,1,2025-02-01
S2289,2025-02-17,85.35,87.0,1,2025-02-01
S2289,2025-02-24,89.82,79.02,0,2025-02-01
S2289,2025-03-03,86.61,86.23,0,2025-03-01
S2289,2025-03-10,86.86,88.55,0,2025-03-01
S2289,2025-03-17,82.98,92.32,0,2025-03-01
S2289,2025-03-24,83.04,85.37,0,2025-03-01
S2290,2025-01-06,97.62,90.27,2,2025-01-01
S2290,2025-01-13,100.0,86.25,0,2025-01-01
S2290,2025-01-20,98.39,82.25,0,2025-01-01
S2290,2025-01-27,95.83,84.79,1,2025-01-01
S2290,2025-02-03,99.04,98.36,0,2025-02-01
S2290,2025-02-10,95.79,89.87,0,2025-02-01
S2290,2025-02-17,99.33,77.4,1,2025-02-01
S2290,2025-02-24,97.17,79.17,0,2025-02-01
S2290,2025-03-03,95.7,88.11,0,2025-03-01
S2290,2025-03-10,97.94,91.82,2,2025-03-01
S2290,2025-03-17,98.0,92.06,0,2025-03-01
S2290,2025-03-24,98.47,80.49,1,2025-03-01
S2291,2025-01-06,93.89,80.28,0,2025-01-01
S2291,2025-01-13,95.19,76.5,0,2025-01-01
S2291,2025-01-20,89.66,87.41,0,2025-01-01
S2291,2025-01-27,88.75,84.18,0,2025-01-01
S2291,2025-02-03,86.92,81.71,1,2025-02-01
S2291,2025-02-10,87.08,94.1,1,2025-02-01
S2291,2025-02-17,94.13,86.28,1,2025-02-01
S2291,2025-02-24,95.14,76.75,1,2025-02-01
S2291,2025-03-03,87.96,76.33,0,2025-03-01
S2291,2025-03-10,94.38,80.16,1,2025-03-01
S2291,2025-03-17,93.98,79.94,0,2025-03-01
S2291,2025-03-24,88.52,77.37,1,2025-03-01
S2292,2025-01-06,97.15,63.62,0,2025-01-01
S2292,2025-01-13,97.54,67.59,0,2025-01-01
S2292,2025-01-20,100.0,66.68,0,2025-01-01
S2292,2025-01-27,100.0,70.33,0,2025-01-01
S2292,2025-02-03,100.0,73.12,0,2025-02-01
S2292,2025-02-10,100.0,73.13,1,2025-02-01
S2292,2025-02-17,97.48,84.82,1,2025-02-01
S2292,2025-02-24,100.0,77.77,1,2025-02-01
S2292,2025-03-03,98.13,71.79,0,2025-03-01
S2292,2025-03-10,100.0,74.36,0,2025-03-01
S2292,2025-03-17,99.71,76.77,0,2025-03-01
S2292,2025-03-24,99.25,66.93,0,2025-03-01
S2293,2025-01-06,83.13,71.57,0,2025-01-01
S2293,2025-01-13,81.81,73.08,0,2025-01-01
S2293,2025-01-20,80.43,79.15,0,2025-01-01
S2293,2025-01-27,85.17,63.66,0,2025-01-01
S2293,2025-02-03,83.7,67.45,0,2025-02-01
S2293,2025-02-10,79.63,57.68,1,2025-02-01
S2293,2025-02-17,84.68,74.72,0,2025-02-01
S2293,2025-02-24,88.37,77.18,0,2025-02-01
S2293,2025-03-03,84.39,71.45,1,2025-03-01
S2293,2025-03-10,85.68,60.15,1,2025-03-01
S2293,2025-03-17,83.55,69.24,0,2025-03-01
S2293,2025-03-24,91.1,68.53,0,2025-03-01
S2294,2025-01-06,78.97,55.91,1,2025-01-01
S2294,2025-01-13,80.41,54.74,1,2025-01-01
S2294,2025-01-20,77.31,50.28,0,2025-01-01
S2294,2025-01-27,77.94,51.78,0,2025-01-01
S2294,2025-02-03,77.83,65.25,1,2025-02-01
S2294,2025-02-10,77.65,65.44,0,2025-02-01
S2294,2025-02-17,81.51,57.06,1,2025-02-01
S2294,2025-02-24,81.94,66.88,1,2025-02-01
S2294,2025-03-03,75.62,65.97,1,2025-03-01
S2294,2025-03-10,81.13,61.4,2,2025-03-01
S2294,2025-03-17,75.61,58.7,2,2025-03-01
S2294,2025-03-24,74.75,51.67,1,2025-03-01
S2295,2025-01-06,86.91,93.1,2,2025-01-01
S2295,2025-01-13,86.06,88.34,2,2025-01-01
S2295,2025-01-20,85.05,89.24,2,2025-01-01
S2295,2025-01-27,86.31,90.95,1,2025-01-01
S2295,2025-02-03,84.95,91.16,1,2025-02-01
S2295,2025-02-10,83.64,85.17,1,2025-02-01
S2295,2025-02-17,88.22,94.68,3,2025-02-01
S2295,2025-02-24,80.64,94.09,0,2025-02-01
S2295,2025-03-03,87.32,81.95,0,2025-03-01
S2295,2025-03-10,86.22,87.89,0,2025-03-01
S2295,2025-03-17,83.99,83.5,0,2025-03-01
S2295,2025-03-24,85.5,83.67,2,2025-03-01
S2296,2025-01-06,76.91,58.35,1,2025-01-01
S2296,2025-01-13,70.07,65.22,0,2025-01-01
S2296,2025-01-20,75.5,62.66,2,2025-01-01
S2296,2025-01-27,81.31,59.22,1,2025-01-01
S2296,2025-02-03,76.59,66.32,1,2025-02-01
S2296,2025-02-10,74.06,60.85,4,2025-02-01
S2296,2025-02-17,73.66,59.87,1,2025-02-01
S2296,2025-02-24,77.06,75.38,0,2025-02-01
S2296,2025-03-03,72.4,61.78,0,2025-03-01
S2296,2025-03-10,76.17,65.09,0,2025-03-01
S2296,2025-03-17,72.43,59.67,1,2025-03-01
S2296,2025-03-24,72.98,55.87,2,2025-03-01
S2297,2025-01-06,74.81,50.82,0,2025-01-01
S2297,2025-01-13,74.45,55.38,1,2025-01-01
S2297,2025-01-20,76.32,58.56,1,2025-01-01
S2297,2025-01-27,74.61,58.07,0,2025-01-01
S2297,2025-02-03,80.46,48.14,2,2025-02-01
S2297,2025-02-10,72.9,55.97,0,2025-02-01
S2297,2025-02-17,77.08,43.53,3,2025-02-01
S2297,2025-02-24,75.0,56.42,0,2025-02-01
S2297,2025-03-03,77.93,44.5,0,2025-03-01
S2297,2025-03-10,79.49,50.32,1,2025-03-01
S2297,2025-03-17,74.17,55.94,0,2025-03-01
S2297,2025-03-24,74.48,59.3,1,2025-03-01
S2298,2025-01-06,98.2,98.45,0,2025-01-01
S2298,2025-01-13,99.59,89.81,0,2025-01-01
S2298,2025-01-20,100.0,100.0,0,2025-01-01
S2298,2025-01-27,96.34,100.0,0,2025-01-01
S2298,2025-02-03,95.83,93.21,2,2025-02-01
S2298,2025-02-10,89.88,100.0,0,2025-02-01
S2298,2025-02-17,100.0,93.77,1,2025-02-01
S2298,2025-02-24,96.55,97.89,1,2025-02-01
S2298,2025-03-03,94.93,100.0,0,2025-03-01
S2298,2025-03-10,95.95,100.0,0,2025-03-01
S2298,2025-03-17,95.79,100.0,0,2025-03-01
S2298,2025-03-24,98.77,100.0,1,2025-03-01
S2299,2025-01-06,72.45,49.61,0,2025-01-01
S2299,2025-01-13,71.93,56.33,1,2025-01-01
S2299,2025-01-20,73.23,51.53,2,2025-01-01
S2299,2025-01-27,78.06,49.74,0,2025-01-01
S2299,2025-02-03,79.24,61.85,1,2025-02-01
S2299,2025-02-10,70.91,52.11,2,2025-02-01
S2299,2025-02-17,74.86,50.89,2,2025-02-01
S2299,2025-02-24,77.92,44.08,1,2025-02-01
S2299,2025-03-03,77.45,38.78,2,2025-03-01
S2299,2025-03-10,74.83,51.01,0,2025-03-01
S2299,2025-03-17,71.33,54.75,1,2025-03-01
S2299,2025-03-24,75.81,51.66,2,2025-03-01
S2300,2025-01-06,82.74,67.2,2,2025-01-01
S2300,2025-01-13,84.92,61.77,0,2025-01-01
S2300,2025-01-20,88.75,65.69,0,2025-01-01
S2300,2025-01-27,88.9,56.57,1,2025-01-01
S2300,2025-02-03,84.63,66.46,0,2025-02-01
S2300,2025-02-10,78.87,73.92,2,2025-02-01
S2300,2025-02-17,90.8,69.66,1,2025-02-01
S2300,2025-02-24,87.86,59.28,0,2025-02-01
S2300,2025-03-03,89.73,69.61,0,2025-03-01
S2300,2025-03-10,84.8,71.61,0,2025-03-01
S2300,2025-03-17,91.18,61.32,1,2025-03-01
S2300,2025-03-24,87.38,66.25,0,2025-03-01
S2301,2025-01-06,69.29,50.33,2,2025-01-01
S2301,2025-01-13,64.63,32.86,0,2025-01-01
S2301,2025-01-20,72.9,43.95,1,2025-01-01
S2301,2025-01-27,69.86,35.66,1,2025-01-01
S2301,2025-02-03,70.75,40.88,1,2025-02-01
S2301,2025-02-10,64.72,51.48,1,2025-02-01
S2301,2025-02-17,69.83,47.0,2,2025-02-01
S2301,2025-02-24,65.76,35.99,1,2025-02-01
S2301,2025-03-03,64.15,35.91,1,2025-03-01
S2301,2025-03-10,65.83,44.6,1,2025-03-01
S2301,2025-03-17,69.97,35.61,0,2025-03-01
S2301,2025-03-24,69.21,43.26,1,2025-03-01
S2302,2025-01-06,73.19,56.14,1,2025-01-01
S2302,2025-01-13,71.65,72.36,1,2025-01-01
S2302,2025-01-20,69.74,62.49,2,2025-01-01
S2302,2025-01-27,77.13,67.17,0,2025-01-01
S2302,2025-02-03,67.87,68.53,2,2025-02-01
S2302,2025-02-10,68.12,64.6,1,2025-02-01
S2302,2025-02-17,73.38,77.31,1,2025-02-01
S2302,2025-02-24,76.81,59.88,0,2025-02-01
S2302,2025-03-03,73.02,68.49,0,2025-03-01
S2302,2025-03-10,66.47,65.69,0,2025-03-01
S2302,2025-03-17,71.72,64.81,2,2025-03-01
S2302,2025-03-24,78.22,56.25,0,2025-03-01
S2303,2025-01-06,68.68,50.64,0,2025-01-01
S2303,2025-01-13,74.17,41.44,0,2025-01-01
S2303,2025-01-20,71.71,56.25,2,2025-01-01
S2303,2025-01-27,76.53,54.26,0,2025-01-01
S2303,2025-02-03,63.84,42.4,1,2025-02-01
S2303,2025-02-10,74.6,61.92,2,2025-02-01
S2303,2025-02-17,73.0,40.71,1,2025-02-01
S2303,2025-02-24,78.18,52.39,3,2025-02-01
S2303,2025-03-03,70.72,54.46,1,2025-03-01
S2303,2025-03-10,70.89,49.08,0,2025-03-01
S2303,2025-03-17,74.96,47.74,0,2025-03-01
S2303,2025-03-24,73.24,53.25,2,2025-03-01
S2304,2025-01-06,79.28,35.0,3,2025-01-01
S2304,2025-01-13,73.32,38.84,0,2025-01-01
S2304,2025-01-20,86.31,44.24,0,2025-01-01
S2304,2025-01-27,76.33,32.73,1,2025-01-01
S2304,2025-02-03,69.68,57.46,0,2025-02-01
S2304,2025-02-10,71.68,44.91,0,2025-02-01
S2304,2025-02-17,70.2,41.39,1,2025-02-01
S2304,2025-02-24,72.69,36.83,0,2025-02-01
S2304,2025-03-03,76.97,43.88,0,2025-03-01
S2304,2025-03-10,69.55,42.86,1,2025-03-01
S2304,2025-03-17,77.66,35.04,2,2025-03-01
S2304,2025-03-24,78.69,39.43,0,2025-03-01
S2305,2025-01-06,90.25,71.68,0,2025-01-01
S2305,2025-01-13,90.35,65.08,0,2025-01-01
S2305,2025-01-20,90.51,80.97,0,2025-01-01
S2305,2025-01-27,93.46,70.07,0,2025-01-01
S2305,2025-02-03,95.16,74.1,2,2025-02-01
S2305,2025-02-10,93.78,69.14,0,2025-02-01
S2305,2025-02-17,100.0,61.78,1,2025-02-01
S2305,2025-02-24,92.21,64.54,2,2025-02-01
S2305,2025-03-03,92.93,69.15,0,2025-03-01
S2305,2025-03-10,97.21,74.09,0,2025-03-01
S2305,2025-03-17,93.73,70.86,0,2025-03-01
S2305,2025-03-24,90.64,83.88,0,2025-03-01
S2306,2025-01-06,88.93,69.56,1,2025-01-01
S2306,2025-01-13,81.55,61.86,0,2025-01-01
S2306,2025-01-20,84.07,45.71,1,2025-01-01
S2306,2025-01-27,78.45,45.87,1,2025-01-01
S2306,2025-02-03,78.43,60.79,0,2025-02-01
S2306,2025-02-10,78.75,50.04,1,2025-02-01
S2306,2025-02-17,83.96,58.28,1,2025-02-01
S2306,2025-02-24,81.85,60.97,1,2025-02-01
S2306,2025-03-03,77.35,63.27,0,2025-03-01
S2306,2025-03-10,80.4,59.01,2,2025-03-01
S2306,2025-03-17,79.54,70.2,0,2025-03-01
S2306,2025-03-24,79.39,54.53,2,2025-03-01
S2307,2025-01-06,99.61,85.17,0,2025-01-01
S2307,2025-01-13,100.0,97.2,0,2025-01-01
S2307,2025-01-20,100.0,92.69,0,2025-01-01
S2307,2025-01-27,97.8,96.86,1,2025-01-01
S2307,2025-02-03,97.21,100.0,0,2025-02-01
S2307,2025-02-10,97.91,100.0,0,2025-02-01
S2307,2025-02-17,100.0,100.0,0,2025-02-01
S2307,2025-02-24,100.0,99.41,0,2025-02-01
S2307,2025-03-03,100.0,91.67,0,2025-03-01
S2307,2025-03-10,100.0,100.0,0,2025-03-01
S2307,2025-03-17,97.6,100.0,1,2025-03-01
S2307,2025-03-24,93.87,98.06,1,2025-03-01
S2308,2025-01-06,80.1,69.02,1,2025-01-01
S2308,2025-01-13,82.21,78.11,0,2025-01-01
S2308,2025-01-20,84.76,67.4,1,2025-01-01
S2308,2025-01-27,92.89,65.65,1,2025-01-01
S2308,2025-02-03,86.85,63.11,0,2025-02-01
S2308,2025-02-10,88.51,68.83,0,2025-02-01
S2308,2025-02-17,88.76,75.56,0,2025-02-01
S2308,2025-02-24,85.23,66.18,0,2025-02-01
S2308,2025-03-03,85.18,80.47,0,2025-03-01
S2308,2025-03-10,85.49,71.23,0,2025-03-01
S2308,2025-03-17,83.11,57.79,0,2025-03-01
S2308,2025-03-24,84.97,66.31,0,2025-03-01
S2309,2025-01-06,85.46,55.13,2,2025-01-01
S2309,2025-01-13,96.54,59.52,0,2025-01-01
S2309,2025-01-20,88.98,58.7,0,2025-01-01
S2309,2025-01-27,88.42,62.46,0,2025-01-01
S2309,2025-02-03,90.84,70.6,0,2025-02-01
S2309,2025-02-10,90.03,66.12,0,2025-02-01
S2309,2025-02-17,86.06,52.03,0,2025-02-01
S2309,2025-02-24,88.93,69.71,0,2025-02-01
S2309,2025-03-03,88.3,75.4,0,2025-03-01
S2309,2025-03-10,95.58,71.63,0,2025-03-01
S2309,2025-03-17,90.29,76.37,0,2025-03-01
S2309,2025-03-24,90.91,74.76,0,2025-03-01
S2310,2025-01-06,82.8,70.27,0,2025-01-01
S2310,2025-01-13,83.84,62.16,2,2025-01-01
S2310,2025-01-20,80.48,66.07,0,2025-01-01
S2310,2025-01-27,83.02,56.72,0,2025-01-01
S2310,2025-02-03,84.12,71.42,1,2025-02-01
S2310,2025-02-10,78.54,57.51,1,2025-02-01
S2310,2025-02-17,81.67,57.36,1,2025-02-01
S2310,2025-02-24,78.37,60.14,0,2025-02-01
S2310,2025-03-03,78.05,54.97,1,2025-03-01
S2310,2025-03-10,84.71,58.0,0,2025-03-01
S2310,2025-03-17,82.06,54.62,0,2025-03-01
S2310,2025-03-24,78.81,66.88,0,2025-03-01
S2311,2025-01-06,78.66,61.36,0,2025-01-01
S2311,2025-01-13,70.46,62.04,0,2025-01-01
S2311,2025-01-20,75.48,58.55,2,2025-01-01
S2311,2025-01-27,68.26,58.53,1,2025-01-01
S2311,2025-02-03,75.72,42.75,1,2025-02-01
S2311,2025-02-10,77.89,56.46,3,2025-02-01
S2311,2025-02-17,74.93,54.15,2,2025-02-01
S2311,2025-02-24,74.48,54.75,1,2025-02-01
S2311,2025-03-03,71.1,56.1,2,2025-03-01
S2311,2025-03-10,73.2,53.47,0,2025-03-01
S2311,2025-03-17,73.42,51.06,0,2025-03-01
S2311,2025-03-24,72.17,49.57,0,2025-03-01
S2312,2025-01-06,89.27,67.86,0,2025-01-01
S2312,2025-01-13,87.83,63.91,0,2025-01-01
S2312,2025-01-20,87.35,71.54,1,2025-01-01
S2312,2025-01-27,86.96,65.65,0,2025-01-01
S2312,2025-02-03,91.17,63.76,1,2025-02-01
S2312,2025-02-10,85.21,71.55,0,2025-02-01
S2312,2025-02-17,88.33,68.78,1,2025-02-01
S2312,2025-02-24,92.57,66.86,0,2025-02-01
S2312,2025-03-03,94.29,71.05,0,2025-03-01
S2312,2025-03-10,86.66,51.47,0,2025-03-01
S2312,2025-03-17,89.11,70.72,0,2025-03-01
S2312,2025-03-24,89.22,66.32,0,2025-03-01
S2313,2025-01-06,75.57,52.76,1,2025-01-01
S2313,2025-01-13,76.21,55.21,1,2025-01-01
S2313,2025-01-20,81.25,58.16,0,2025-01-01
S2313,2025-01-27,79.53,57.08,0,2025-01-01
S2313,2025-02-03,76.63,65.11,1,2025-02-01
S2313,2025-02-10,78.82,49.92,0,2025-02-01
S2313,2025-02-17,76.67,44.48,1,2025-02-01
S2313,2025-02-24,79.67,57.24,0,2025-02-01
S2313,2025-03-03,79.42,45.87,2,2025-03-01
S2313,2025-03-10,82.37,50.47,0,2025-03-01
S2313,2025-03-17,78.4,61.97,1,2025-03-01
S2313,2025-03-24,79.61,54.6,0,2025-03-01
S2314,2025-01-06,62.34,41.57,1,2025-01-01
S2314,2025-01-13,64.18,40.71,3,2025-01-01
S2314,2025-01-20,63.97,47.75,3,2025-01-01
S2314,2025-01-27,59.3,49.98,0,2025-01-01
S2314,2025-02-03,59.8,41.49,2,2025-02-01
S2314,2025-02-10,58.56,40.69,0,2025-02-01
S2314,2025-02-17,63.56,29.49,2,2025-02-01
S2314,2025-02-24,56.44,42.71,0,2025-02-01
S2314,2025-03-03,59.03,45.93,1,2025-03-01
S2314,2025-03-10,57.92,46.52,3,2025-03-01
S2314,2025-03-17,60.15,44.26,2,2025-03-01
S2314,2025-03-24,61.01,51.91,0,2025-03-01
S2315,2025-01-06,82.43,59.8,3,2025-01-01
S2315,2025-01-13,86.45,64.97,3,2025-01-01
S2315,2025-01-20,81.63,51.56,0,2025-01-01
S2315,2025-01-27,84.63,56.42,2,2025-01-01
S2315,2025-02-03,75.43,61.36,3,2025-02-01
S2315,2025-02-10,87.02,59.55,1,2025-02-01
S2315,2025-02-17,86.34,59.61,1,2025-02-01
S2315,2025-02-24,82.21,65.4,3,2025-02-01
S2315,2025-03-03,81.95,51.64,0,2025-03-01
S2315,2025-03-10,82.99,71.06,2,2025-03-01
S2315,2025-03-17,82.77,54.18,2,2025-03-01
S2315,2025-03-24,83.93,57.26,2,2025-03-01
S2316,2025-01-06,66.97,61.2,0,2025-01-01
S2316,2025-01-13,73.81,45.35,0,2025-01-01
S2316,2025-01-20,69.99,55.44,3,2025-01-01
S2316,2025-01-27,67.47,68.99,0,2025-01-01
S2316,2025-02-03,67.38,60.88,1,2025-02-01
S2316,2025-02-10,70.22,61.73,0,2025-02-01
S2316,2025-02-17,67.7,53.25,0,2025-02-01
S2316,2025-02-24,71.11,56.75,3,2025-02-01
S2316,2025-03-03,69.27,58.21,0,2025-03-01
S2316,2025-03-10,71.59,54.63,0,2025-03-01
S2316,2025-03-17,71.82,54.04,1,2025-03-01
S2316,2025-03-24,66.29,53.09,0,2025-03-01
S2317,2025-01-06,83.52,95.26,0,2025-01-01
S2317,2025-01-13,83.92,100.0,1,2025-01-01
S2317,2025-01-20,78.39,93.15,1,2025-01-01
S2317,2025-01-27,84.85,98.53,0,2025-01-01
S2317,2025-02-03,81.24,93.2,0,2025-02-01
S2317,2025-02-10,76.95,98.2,1,2025-02-01
S2317,2025-02-17,79.02,98.68,0,2025-02-01
S2317,2025-02-24,76.82,90.57,1,2025-02-01
S2317,2025-03-03,79.04,90.4,0,2025-03-01
S2317,2025-03-10,77.03,91.66,0,2025-03-01
S2317,2025-03-17,79.78,94.81,0,2025-03-01
S2317,2025-03-24,80.56,86.04,0,2025-03-01
S2318,2025-01-06,78.37,50.86,0,2025-01-01
S2318,2025-01-13,75.22,47.64,0,2025-01-01
S2318,2025-01-20,74.27,48.98,0,2025-01-01
S2318,2025-01-27,74.01,43.35,0,2025-01-01
S2318,2025-02-03,72.76,42.78,0,2025-02-01
S2318,2025-02-10,75.86,42.35,0,2025-02-01
S2318,2025-02-17,78.38,51.31,0,2025-02-01
S2318,2025-02-24,76.48,47.08,1,2025-02-01
S2318,2025-03-03,77.58,53.64,2,2025-03-01
S2318,2025-03-10,80.77,47.91,0,2025-03-01
S2318,2025-03-17,79.85,52.44,0,2025-03-01
S2318,2025-03-24,76.83,44.24,1,2025-03-01
S2319,2025-01-06,87.82,76.92,0,2025-01-01
S2319,2025-01-13,87.42,70.73,0,2025-01-01
S2319,2025-01-20,90.85,79.63,0,2025-01-01
S2319,2025-01-27,87.39,70.8,1,2025-01-01
S2319,2025-02-03,91.91,74.88,1,2025-02-01
S2319,2025-02-10,89.38,69.54,0,2025-02-01
S2319,2025-02-17,96.25,69.54,0,2025-02-01
S2319,2025-02-24,85.57,71.19,0,2025-02-01
S2319,2025-03-03,84.35,75.64,0,2025-03-01
S2319,2025-03-10,92.63,72.1,0,2025-03-01
S2319,2025-03-17,86.98,66.1,2,2025-03-01
S2319,2025-03-24,90.43,68.49,1,2025-03-01
S2320,2025-01-06,76.52,26.41,0,2025-01-01
S2320,2025-01-13,73.7,17.7,2,2025-01-01
S2320,2025-01-20,75.87,38.92,1,2025-01-01
S2320,2025-01-27,78.37,36.74,2,2025-01-01
S2320,2025-02-03,79.26,39.13,1,2025-02-01
S2320,2025-02-10,81.09,33.18,0,2025-02-01
S2320,2025-02-17,72.27,32.1,1,2025-02-01
S2320,2025-02-24,75.77,34.89,0,2025-02-01
S2320,2025-03-03,78.82,42.6,0,2025-03-01
S2320,2025-03-10,78.56,26.71,0,2025-03-01
S2320,2025-03-17,80.93,29.72,1,2025-03-01
S2320,2025-03-24,79.07,25.73,0,2025-03-01
S2321,2025-01-06,91.24,52.47,1,2025-01-01
S2321,2025-01-13,87.52,61.06,1,2025-01-01
S2321,2025-01-20,85.48,58.33,1,2025-01-01
S2321,2025-01-27,82.3,53.33,0,2025-01-01
S2321,2025-02-03,82.76,64.65,0,2025-02-01
S2321,2025-02-10,88.51,67.66,0,2025-02-01
S2321,2025-02-17,87.92,64.43,0,2025-02-01
S2321,2025-02-24,92.93,63.16,0,2025-02-01
S2321,2025-03-03,87.73,71.48,0,2025-03-01
S2321,2025-03-10,88.76,68.79,0,2025-03-01
S2321,2025-03-17,90.73,60.48,2,2025-03-01
S2321,2025-03-24,86.5,59.74,1,2025-03-01
S2322,2025-01-06,77.06,44.51,1,2025-01-01
S2322,2025-01-13,77.4,48.58,1,2025-01-01
S2322,2025-01-20,81.72,60.74,1,2025-01-01
S2322,2025-01-27,75.43,52.8,0,2025-01-01
S2322,2025-02-03,75.31,40.32,0,2025-02-01
S2322,2025-02-10,74.95,34.2,1,2025-02-01
S2322,2025-02-17,73.4,53.76,0,2025-02-01
S2322,2025-02-24,80.89,52.96,1,2025-02-01
S2322,2025-03-03,79.54,54.88,1,2025-03-01
S2322,2025-03-10,80.27,43.84,0,2025-03-01
S2322,2025-03-17,74.26,55.81,2,2025-03-01
S2322,2025-03-24,77.28,45.76,0,2025-03-01
S2323,2025-01-06,59.39,32.24,0,2025-01-01
S2323,2025-01-13,59.7,32.69,0,2025-01-01
S2323,2025-01-20,60.97,41.44,0,2025-01-01
S2323,2025-01-27,60.07,23.92,1,2025-01-01
S2323,2025-02-03,59.39,24.04,0,2025-02-01
S2323,2025-02-10,62.38,34.53,1,2025-02-01
S2323,2025-02-17,59.52,24.8,2,2025-02-01
S2323,2025-02-24,58.48,33.5,2,2025-02-01
S2323,2025-03-03,62.05,29.89,1,2025-03-01
S2323,2025-03-10,64.36,33.05,0,2025-03-01
